bikeid,mileage,biketrips,tripduration,hours
38863,48.31,48,44274,12
16315,48.29,48,31870,9
16325,48.27,47,43061,12
15614,48.26,39,32976,9
25290,48.25,45,30208,8
30665,48.25,58,35244,10
14772,48.24,56,145337,40
28113,48.23,55,35332,10
30060,48.22,61,40259,11
18459,48.22,54,31323,9
20190,48.2,50,36335,10
19464,48.2,51,45221,13
31336,48.2,46,31427,9
19709,48.2,49,36776,10
14957,48.19,64,34536,10
18388,48.19,59,45533,13
30711,48.16,50,33295,9
16213,48.15,53,38988,11
32311,48.14,61,44353,12
30657,48.13,51,35420,10
27780,48.09,34,32149,9
21528,48.09,50,40663,11
18328,48.09,57,33217,9
15038,48.07,63,40199,11
21126,48.06,49,34457,10
19407,48.05,56,37755,10
18808,48.04,58,29971,8
17477,48.04,57,38517,11
18664,48.01,58,36724,10
21323,48.01,48,46362,13
33172,48.01,51,31671,9
28345,48.01,47,30431,8
30578,48.0,54,79365,22
19422,47.96,51,50857,14
29066,47.95,51,30092,8
20064,47.95,56,34689,10
35239,47.94,52,35040,10
17701,47.93,41,98558,27
19792,47.91,50,34411,10
32351,47.89,57,29746,8
15859,47.88,58,38293,11
29923,47.88,46,30966,9
29898,47.86,50,32939,9
20030,47.85,46,32891,9
21366,47.84,57,44826,12
29980,47.84,51,30635,9
18694,47.84,52,36696,10
15040,47.84,54,45927,13
21657,47.83,47,29507,8
20176,47.83,47,31318,9
19266,47.79,52,43339,12
17953,47.79,50,34815,10
30434,47.79,47,36822,10
28225,47.79,54,34558,10
15638,47.77,58,36993,10
15788,47.76,50,32879,9
34301,47.75,54,43437,12
17336,47.74,48,36097,10
18701,47.73,47,29454,8
41548,47.72,49,33967,9
18529,47.71,49,33270,9
19260,47.69,50,31466,9
32192,47.68,52,80265,22
39131,47.68,54,33865,9
14620,47.65,47,40645,11
29818,47.64,43,33597,9
20012,47.64,53,42608,12
17079,47.62,47,31880,9
19931,47.61,58,38393,11
30728,47.61,52,31988,9
21684,47.59,41,32443,9
32337,47.59,39,37551,10
28564,47.58,52,32524,9
14795,47.58,50,34733,10
17037,47.57,51,34345,10
30800,47.57,47,37780,10
31178,47.57,53,38193,11
33411,47.56,52,29968,8
17661,47.55,51,43504,12
27636,47.55,47,30873,9
21002,47.55,52,37760,10
20511,47.53,51,36963,10
17670,47.51,47,31347,9
34296,47.49,51,26969,7
19836,47.48,45,28964,8
15655,47.48,50,39214,11
31531,47.45,48,29812,8
30764,47.44,55,39029,11
17651,47.44,48,46569,13
28800,47.43,49,36546,10
31330,47.43,44,32166,9
16067,47.43,43,30480,8
30437,47.42,46,34012,9
34388,47.42,46,32317,9
14798,47.42,50,31525,9
18276,47.41,52,37874,11
29988,47.41,44,31592,9
19644,47.4,36,33283,9
16373,47.37,42,32288,9
14622,47.34,51,35719,10
19440,47.33,63,35254,10
21637,47.29,54,36746,10
33445,47.29,43,31997,9
31669,47.29,52,37224,10
17290,47.29,50,30372,8
38835,47.26,46,37187,10
15014,47.25,40,30656,9
30947,47.24,58,43264,12
18952,47.24,35,35863,10
18326,47.23,47,37022,10
16565,47.22,60,43909,12
33008,47.22,49,50271,14
21076,47.21,52,33987,9
18558,47.21,55,36137,10
21145,47.21,43,33037,9
17112,47.2,54,39537,11
32543,47.2,42,29894,8
29313,47.17,45,32144,9
32135,47.17,59,38682,11
16755,47.17,58,38008,11
21309,47.16,55,31643,9
31879,47.14,43,30954,9
28426,47.14,37,28953,8
17372,47.09,59,31802,9
18237,47.08,43,34344,10
29891,47.08,41,30911,9
33675,47.07,41,33769,9
17320,47.07,35,30568,8
15186,47.07,52,32823,9
18740,47.06,65,35712,10
19048,47.06,49,34634,10
18686,47.05,33,32769,9
26100,47.04,50,32579,9
29041,47.04,41,52406,15
19358,47.04,49,29649,8
18348,47.03,44,31232,9
20051,47.03,43,31886,9
31792,47.02,50,32742,9
20869,47.0,57,33020,9
15774,46.99,49,37921,11
28972,46.98,54,27173,8
19327,46.98,52,32806,9
19202,46.97,53,40441,11
19359,46.96,52,37246,10
16993,46.96,51,29418,8
27561,46.96,48,33996,9
27776,46.95,49,34269,10
16771,46.91,44,34336,10
17317,46.91,57,35774,10
19611,46.91,48,43233,12
29423,46.9,50,29444,8
19820,46.89,43,33414,9
31215,46.88,51,28132,8
18300,46.87,54,38453,11
18082,46.85,57,38366,11
32385,46.81,49,28783,8
30508,46.81,55,33410,9
18712,46.81,43,38909,11
14937,46.8,48,29013,8
18380,46.78,43,31495,9
19411,46.78,51,35968,10
31079,46.76,53,274124,76
14632,46.74,59,28660,8
21086,46.74,53,32438,9
39848,46.73,43,31181,9
16608,46.7,52,39542,11
38524,46.7,48,35186,10
16636,46.7,44,34153,9
35266,46.68,50,32235,9
15298,46.68,47,62966,17
18345,46.66,44,33407,9
27551,46.66,44,35407,10
14855,46.65,46,28261,8
20553,46.65,56,33181,9
29721,46.65,47,30634,9
30874,46.64,65,45661,13
20913,46.63,60,33135,9
28175,46.63,45,32680,9
33124,46.63,50,34618,10
17275,46.62,60,133518,37
15211,46.62,56,37309,10
14792,46.62,55,35918,10
31260,46.61,49,33120,9
16287,46.61,46,28219,8
15119,46.61,51,32553,9
15308,46.6,46,30016,8
20782,46.59,42,36450,10
19632,46.58,44,39503,11
16437,46.58,41,26804,7
33653,46.58,52,35348,10
17014,46.58,46,29155,8
33153,46.57,50,36628,10
21678,46.56,53,32031,9
21158,46.56,61,55020,15
31373,46.56,48,38322,11
20732,46.55,54,56683,16
33309,46.54,47,35259,10
17406,46.51,48,279667,78
27886,46.5,46,29788,8
20207,46.5,58,33049,9
18421,46.48,42,34731,10
19318,46.47,47,34584,10
17335,46.46,51,30708,9
18772,46.45,64,34489,10
30167,46.44,48,30409,8
18689,46.43,46,30224,8
30241,46.43,48,30727,9
30750,46.4,54,34815,10
32317,46.4,47,428824,119
15695,46.4,45,36718,10
17668,46.4,44,36754,10
41019,46.39,51,35259,10
32860,46.37,47,31832,9
30428,46.37,47,34549,10
19267,46.37,60,33520,9
28931,46.35,47,37152,10
34323,46.34,38,30606,9
14769,46.33,45,42181,12
31621,46.3,51,32983,9
39166,46.3,45,34502,10
29429,46.3,44,31164,9
21045,46.29,53,36651,10
20590,46.29,58,36217,10
30760,46.28,58,44011,12
33283,46.26,47,30109,8
17955,46.26,58,37839,11
18921,46.25,51,34222,10
17098,46.24,51,28077,8
16301,46.2,49,32347,9
18369,46.2,42,32132,9
20945,46.19,40,32456,9
31976,46.19,42,29158,8
25716,46.19,48,35679,10
16247,46.16,52,35202,10
32346,46.16,40,31184,9
18203,46.16,54,40373,11
14908,46.16,54,37626,10
16115,46.14,45,36507,10
17928,46.14,52,31505,9
31982,46.12,46,31222,9
15441,46.11,46,33222,9
16878,46.11,56,40772,11
20250,46.11,49,34694,10
30677,46.09,46,36165,10
19617,46.09,48,33482,9
27629,46.08,49,33426,9
17811,46.07,48,30440,8
20361,46.07,43,32635,9
18366,46.05,53,34497,10
21247,46.05,55,37750,10
32743,46.05,50,31532,9
30498,46.03,44,36553,10
28050,46.02,37,26449,7
31279,46.01,46,34085,9
32193,46.0,42,29396,8
33082,45.99,46,33841,9
15703,45.98,49,38650,11
20334,45.96,48,35550,10
41857,45.95,55,32066,9
20294,45.94,44,34721,10
27842,45.94,51,29818,8
19997,45.93,44,31435,9
17924,45.92,58,50745,14
15018,45.92,46,28008,8
19770,45.91,38,30844,9
21056,45.89,38,33954,9
28572,45.89,43,37622,10
21634,45.85,58,29314,8
18126,45.83,70,37344,10
32265,45.82,47,30264,8
30929,45.81,50,33286,9
19627,45.8,54,30636,9
15620,45.77,39,41694,12
17918,45.77,41,32562,9
28929,45.75,48,58838,16
34374,45.74,49,32994,9
20217,45.74,47,34328,10
30018,45.74,44,32973,9
30454,45.74,48,29618,8
18092,45.74,44,26394,7
17139,45.73,49,33762,9
15350,45.73,50,37660,10
17322,45.72,36,33117,9
18471,45.68,45,36063,10
27828,45.66,45,35885,10
30783,45.66,51,31797,9
18389,45.64,51,39168,11
16272,45.63,59,37284,10
17341,45.62,45,33380,9
15337,45.62,41,32063,9
38281,45.62,44,37352,10
18307,45.58,46,28966,8
18000,45.57,50,33173,9
40452,45.57,44,34833,10
17615,45.54,51,48898,14
17048,45.54,48,36781,10
16514,45.54,60,34411,10
20540,45.51,52,32445,9
30725,45.5,56,32961,9
16722,45.5,45,32305,9
30147,45.48,41,28273,8
17533,45.48,50,30071,8
33202,45.47,41,28963,8
20685,45.46,43,30941,9
27868,45.45,45,30212,8
25682,45.45,44,29471,8
17749,45.44,52,28000,8
15065,45.42,34,25337,7
15085,45.41,51,36529,10
21240,45.41,57,35530,10
30971,45.4,46,32538,9
30432,45.4,38,27701,8
15528,45.38,42,42489,12
19331,45.38,43,31187,9
18649,45.37,53,29354,8
20013,45.34,56,37976,11
16030,45.33,57,30661,9
41346,45.31,44,34563,10
17238,45.3,50,53085,15
29904,45.3,45,31885,9
41665,45.29,50,35294,10
18660,45.28,54,40419,11
21494,45.27,43,29686,8
17710,45.24,44,36276,10
29557,45.23,31,23805,7
14536,45.23,62,39643,11
20741,45.22,44,35222,10
19837,45.21,48,34408,10
29408,45.2,43,30643,9
21590,45.19,54,28750,8
21655,45.17,51,35686,10
31937,45.17,39,28109,8
20867,45.16,47,30534,8
29757,45.16,55,31398,9
19385,45.15,49,37133,10
33549,45.15,42,24942,7
19382,45.15,45,39248,11
16635,45.13,42,56963,16
15621,45.11,42,31546,9
14965,45.09,58,30686,9
16259,45.09,56,32035,9
30724,45.09,48,36730,10
27682,45.07,39,29267,8
28831,45.07,47,39703,11
18587,45.06,52,37484,10
34015,45.05,50,63174,18
16584,45.04,51,153722,43
32603,45.04,48,27490,8
20729,45.02,49,37021,10
33394,45.02,51,29162,8
15513,45.02,46,31675,9
19415,45.02,46,33751,9
19904,45.0,52,46355,13
16331,45.0,49,29173,8
20640,44.99,45,30834,9
31204,44.96,50,30535,8
38665,44.96,53,26900,7
18708,44.95,50,39726,11
16228,44.95,44,28657,8
17755,44.94,51,44266,12
16893,44.94,46,30885,9
21555,44.94,49,39884,11
31674,44.93,47,38871,11
31967,44.92,52,33047,9
18213,44.91,48,29214,8
35349,44.91,48,43192,12
21464,44.91,46,30607,9
16736,44.89,35,28498,8
27488,44.87,52,30740,9
31102,44.87,35,49557,14
18844,44.86,36,32138,9
21015,44.85,40,35258,10
28439,44.84,40,34443,10
19573,44.82,48,38621,11
32705,44.82,45,26622,7
18850,44.82,46,29940,8
30570,44.82,56,33288,9
39868,44.77,49,34621,10
30794,44.76,42,217547,60
31548,44.75,41,36870,10
15645,44.75,44,32375,9
32212,44.74,37,30559,8
28523,44.74,40,27646,8
16996,44.72,51,37586,10
28700,44.71,44,24620,7
33237,44.7,37,28005,8
20986,44.7,59,41866,12
19517,44.7,49,31380,9
31604,44.69,47,29579,8
17578,44.69,50,33628,9
17545,44.66,53,31656,9
30766,44.66,38,38014,11
30804,44.65,48,28885,8
30078,44.65,48,33354,9
16706,44.65,52,31277,9
16204,44.65,44,35997,10
17739,44.62,59,62249,17
33649,44.6,40,28464,8
21224,44.6,43,34239,10
32458,44.6,48,36044,10
15520,44.58,47,38542,11
19244,44.57,35,26960,7
19083,44.57,41,26541,7
17497,44.56,47,36265,10
20663,44.55,40,33220,9
28172,44.55,39,23766,7
16231,44.54,51,32083,9
28644,44.53,50,29549,8
18185,44.53,45,33168,9
30552,44.53,51,33796,9
16337,44.53,39,33116,9
15717,44.52,56,31861,9
19581,44.52,59,28451,8
20278,44.52,39,38763,11
19294,44.5,45,33102,9
27601,44.49,51,332000,92
15998,44.48,43,29720,8
15242,44.48,40,31004,9
29999,44.48,43,32295,9
32960,44.47,33,32005,9
19769,44.46,43,33411,9
31653,44.46,32,29079,8
30127,44.43,56,31024,9
31508,44.43,52,29457,8
17677,44.43,42,28802,8
31307,44.42,47,103141,29
30587,44.42,44,30197,8
19113,44.42,47,30181,8
20897,44.4,51,27990,8
28049,44.39,46,29745,8
30129,44.39,55,28844,8
21417,44.39,47,30120,8
21288,44.38,42,27061,8
21147,44.38,52,34137,9
40649,44.37,52,33910,9
16801,44.37,55,32201,9
25061,44.36,51,34934,10
16340,44.35,42,29847,8
19062,44.34,41,34056,9
31538,44.34,36,27392,8
15000,44.34,48,32664,9
15824,44.33,55,34039,9
15798,44.32,48,29799,8
20652,44.31,34,28242,8
17411,44.3,52,33156,9
16869,44.3,53,30501,8
19406,44.28,45,37517,10
19430,44.28,47,28914,8
32151,44.26,50,29860,8
15269,44.26,47,34450,10
27356,44.24,53,30426,8
19240,44.24,46,30142,8
38132,44.22,41,30616,9
29128,44.22,52,49740,14
14549,44.21,43,31549,9
29901,44.2,52,31967,9
16957,44.2,41,33848,9
20583,44.19,46,31600,9
15451,44.18,45,28212,8
32677,44.18,46,31604,9
20848,44.16,47,29733,8
31978,44.15,41,38394,11
19187,44.15,44,31154,9
17872,44.14,51,30628,9
21013,44.14,43,26739,7
17957,44.11,42,27908,8
15521,44.08,53,28304,8
18946,44.06,45,30560,8
24747,44.05,42,34807,10
18290,44.04,51,31904,9
14671,44.04,43,28865,8
15169,44.03,51,27806,8
16200,44.01,48,34583,10
17946,44.01,54,40126,11
14607,44.0,41,28188,8
39564,44.0,52,36711,10
28148,43.98,37,25996,7
17851,43.97,45,27621,8
16765,43.97,42,30449,8
19299,43.96,47,29685,8
15751,43.95,33,29232,8
19863,43.95,53,33193,9
41513,43.95,43,32687,9
14891,43.94,51,71966,20
17041,43.94,48,30033,8
32589,43.93,36,36601,10
17968,43.93,51,33869,9
19528,43.93,46,30277,8
30515,43.92,44,33229,9
21359,43.91,47,39144,11
30506,43.91,41,32568,9
19961,43.89,44,35301,10
19586,43.86,44,30502,8
15489,43.84,46,36165,10
15136,43.84,49,28106,8
19812,43.83,53,48099,13
20362,43.83,48,36048,10
39736,43.83,49,37598,10
33147,43.83,52,37741,10
30124,43.81,42,32308,9
18433,43.8,49,27912,8
28538,43.8,43,23938,7
32213,43.77,58,32966,9
20637,43.76,53,37504,10
28962,43.76,47,28072,8
31355,43.75,45,28840,8
15597,43.75,41,29218,8
35196,43.74,42,43754,12
24335,43.71,41,28278,8
21468,43.71,57,29978,8
18097,43.7,39,36485,10
15480,43.69,46,32787,9
19758,43.69,47,27182,8
17133,43.68,49,29647,8
18112,43.68,47,34228,10
15843,43.67,50,30529,8
17118,43.66,42,30304,8
30354,43.64,42,29084,8
17278,43.64,44,27624,8
16020,43.64,52,29337,8
19145,43.64,46,33476,9
20710,43.59,51,33797,9
17157,43.57,47,142412,40
19252,43.56,43,312900,87
33555,43.55,37,30815,9
15399,43.54,44,28643,8
31174,43.54,48,28816,8
19361,43.54,36,34781,10
15377,43.53,51,34993,10
14930,43.52,55,29933,8
18035,43.5,55,30365,8
21407,43.5,41,30567,8
31073,43.49,48,28475,8
17282,43.49,43,44220,12
17680,43.49,43,37451,10
30927,43.49,50,33166,9
15096,43.47,45,28381,8
18991,43.45,45,32785,9
31499,43.45,42,30849,9
28249,43.44,47,27376,8
30576,43.43,60,27776,8
21583,43.43,42,28158,8
14852,43.42,38,26329,7
32101,43.42,40,26887,7
31537,43.4,41,33418,9
31899,43.39,50,34496,10
32313,43.39,56,28032,8
32789,43.37,49,31947,9
27905,43.35,46,28808,8
17095,43.34,50,31804,9
17611,43.34,39,713877,198
28251,43.33,45,34594,10
17018,43.33,49,50458,14
19081,43.3,33,30431,8
14673,43.3,53,31954,9
18574,43.29,41,26311,7
28795,43.28,44,29308,8
17601,43.28,46,33317,9
16026,43.28,43,26866,7
28841,43.25,44,27580,8
20539,43.25,46,31707,9
15526,43.24,60,40224,11
33150,43.22,39,34316,10
29822,43.19,39,29711,8
16961,43.19,42,26050,7
20522,43.19,50,27999,8
21414,43.18,36,33521,9
28094,43.18,46,30212,8
15358,43.18,53,28036,8
18542,43.17,46,30870,9
20632,43.17,47,30765,9
26649,43.17,35,25878,7
16909,43.15,41,31836,9
30112,43.15,46,47818,13
18978,43.11,48,31058,9
19351,43.1,40,34939,10
28979,43.1,46,26512,7
18501,43.09,49,27465,8
20158,43.08,38,30165,8
31233,43.08,55,28038,8
21486,43.06,50,30761,9
28104,43.05,49,42937,12
27387,43.02,37,24017,7
28890,43.01,43,42691,12
32933,43.01,42,28082,8
33105,42.99,36,28171,8
18280,42.98,41,30160,8
15745,42.98,41,32496,9
15372,42.98,52,30336,8
17961,42.97,45,33120,9
15064,42.96,42,26904,7
15803,42.95,52,32105,9
15790,42.94,44,35161,10
30473,42.91,48,31985,9
17859,42.9,45,35584,10
17334,42.88,52,27742,8
15008,42.88,40,33895,9
28231,42.88,37,75150,21
17141,42.87,50,53808,15
30291,42.81,51,540547,150
21641,42.81,37,25433,7
18562,42.81,44,30539,8
32066,42.81,49,28553,8
28159,42.8,38,25830,7
30806,42.8,42,26484,7
21378,42.79,42,27361,8
19882,42.78,41,36094,10
18370,42.77,53,35649,10
28975,42.77,43,28052,8
16600,42.75,48,44747,12
32768,42.75,42,47239,13
21230,42.74,40,26399,7
16958,42.73,47,27594,8
34012,42.72,34,24372,7
29803,42.69,34,35844,10
33521,42.69,48,27760,8
30999,42.69,49,26752,7
16830,42.68,43,36942,10
32954,42.68,56,35280,10
19483,42.66,42,29086,8
27525,42.66,41,29171,8
28477,42.66,47,26555,7
16676,42.65,49,29470,8
15248,42.64,53,35375,10
33119,42.63,45,41780,12
32519,42.63,39,32922,9
32952,42.63,46,28050,8
20358,42.63,41,31851,9
16060,42.62,46,30167,8
33934,42.62,33,694184,193
32047,42.61,51,40715,11
32394,42.61,47,33951,9
30371,42.59,48,28785,8
15783,42.59,44,26365,7
20356,42.58,55,33479,9
32581,42.58,46,30893,9
16357,42.56,46,27865,8
15834,42.56,49,34054,9
19656,42.56,40,27992,8
28804,42.55,44,29021,8
18779,42.54,46,32301,9
31280,42.53,52,27918,8
30501,42.52,52,31347,9
19053,42.52,50,41681,12
18008,42.51,47,29267,8
21693,42.51,52,29526,8
18191,42.48,48,37870,11
32486,42.47,36,26921,7
28540,42.47,44,31309,9
19442,42.43,43,39165,11
29182,42.43,42,29048,8
21426,42.43,54,34132,9
31400,42.42,38,24135,7
15385,42.42,35,28780,8
29983,42.41,58,41898,12
21262,42.41,41,34336,10
31050,42.39,55,29421,8
14617,42.38,48,27851,8
15539,42.38,39,28990,8
19338,42.38,33,27738,8
41015,42.38,41,26854,7
30545,42.37,44,29964,8
31416,42.37,37,27145,8
21638,42.37,50,35900,10
19098,42.34,47,32729,9
17940,42.34,44,28170,8
19356,42.33,46,43626,12
18483,42.32,47,34693,10
17349,42.32,43,29134,8
27521,42.31,37,25097,7
19630,42.31,52,31559,9
21161,42.29,46,35467,10
15285,42.29,51,27255,8
28469,42.29,41,32881,9
33669,42.28,36,30510,8
28334,42.28,36,32887,9
21459,42.26,48,31578,9
18078,42.26,55,32007,9
30743,42.25,58,36538,10
31998,42.25,45,36647,10
28869,42.25,42,23917,7
16399,42.25,40,26724,7
17727,42.24,48,28084,8
21771,42.23,49,72786,20
14862,42.23,52,35740,10
31296,42.2,49,25469,7
30651,42.19,45,28596,8
17391,42.18,52,28662,8
27508,42.14,46,30344,8
30843,42.14,48,27113,8
32823,42.14,44,25161,7
32438,42.14,41,25226,7
17113,42.14,42,29959,8
39409,42.13,36,27390,8
15056,42.13,47,29395,8
15086,42.12,54,36253,10
29130,42.1,34,25706,7
27361,42.1,45,26803,7
17298,42.09,43,33060,9
31395,42.08,48,29697,8
15047,42.07,49,32562,9
14771,42.05,45,36650,10
31258,42.05,38,28076,8
18139,42.03,57,106646,30
16482,42.02,40,31062,9
30268,42.02,40,28959,8
20092,42.02,43,31180,9
20109,42.01,41,30650,9
19607,42.0,41,30310,8
20956,41.99,45,28540,8
20070,41.98,45,26551,7
20004,41.98,42,27680,8
30331,41.97,49,29164,8
38142,41.96,37,31019,9
15036,41.96,47,32314,9
14588,41.94,52,31755,9
19276,41.93,55,30186,8
15609,41.92,43,32374,9
25578,41.92,43,31161,9
19671,41.91,44,31922,9
30531,41.9,45,30088,8
15030,41.88,44,32807,9
39792,41.85,53,32738,9
18413,41.82,38,28128,8
29809,41.81,46,29507,8
15931,41.81,47,29823,8
18580,41.8,42,26182,7
33972,41.79,36,25423,7
17824,41.79,43,31024,9
18491,41.78,49,28369,8
16328,41.77,47,25278,7
29921,41.76,54,36295,10
16410,41.76,51,31860,9
40318,41.76,42,32934,9
28347,41.75,45,29065,8
16446,41.75,44,28613,8
16853,41.73,38,34100,9
20245,41.73,37,26304,7
19565,41.72,45,29619,8
27382,41.72,45,32161,9
17207,41.72,43,29904,8
21660,41.72,41,29943,8
29977,41.72,46,28020,8
28861,41.71,53,31173,9
31987,41.7,37,29609,8
21345,41.69,50,35908,10
21136,41.68,42,30391,8
20957,41.68,43,24165,7
32700,41.67,44,26235,7
15805,41.67,42,84269,23
17974,41.66,46,31163,9
17009,41.66,45,31106,9
17389,41.66,49,28661,8
17528,41.64,44,41304,11
24336,41.64,47,35555,10
28630,41.64,43,26568,7
15391,41.61,53,31382,9
31560,41.56,40,181046,50
17797,41.56,56,142769,40
32008,41.56,47,25583,7
33677,41.56,41,30980,9
20225,41.53,38,27008,8
33320,41.52,38,23677,7
16685,41.51,51,27231,8
19039,41.5,39,28465,8
16238,41.5,40,36564,10
29776,41.48,39,27794,8
18482,41.48,41,33136,9
32364,41.47,43,29134,8
18172,41.47,43,30703,9
33679,41.47,41,31924,9
16827,41.42,46,36649,10
15693,41.42,45,70112,19
14677,41.41,48,29064,8
21616,41.4,60,28594,8
17292,41.4,52,30017,8
14597,41.39,41,36231,10
16346,41.36,40,32478,9
16744,41.34,40,33280,9
29762,41.32,50,33285,9
18744,41.32,50,29229,8
19705,41.3,47,29590,8
20818,41.3,40,27117,8
20882,41.3,46,32694,9
16652,41.29,40,30536,8
39187,41.29,49,29480,8
32894,41.26,45,91709,25
17325,41.26,39,33121,9
17469,41.26,44,99246,28
21177,41.26,44,28166,8
17073,41.25,43,23930,7
31475,41.25,44,25242,7
14916,41.25,44,27049,8
17208,41.23,37,24550,7
31059,41.22,50,34149,9
33460,41.21,37,24004,7
16068,41.19,37,26584,7
31539,41.19,46,26706,7
18789,41.17,50,33245,9
20327,41.16,43,33560,9
19084,41.15,41,28198,8
15141,41.14,52,27156,8
16681,41.11,48,26007,7
30812,41.11,36,34828,10
16417,41.08,43,26126,7
33287,41.03,35,23124,6
17071,41.03,46,33590,9
18817,41.0,37,32752,9
29777,41.0,47,33749,9
19249,41.0,50,30355,8
26133,40.99,28,24968,7
21689,40.98,42,31402,9
30128,40.95,43,32411,9
14939,40.94,49,31934,9
19787,40.94,54,30024,8
19369,40.93,44,29099,8
32429,40.92,37,29080,8
17055,40.91,38,25351,7
30264,40.91,38,23650,7
17375,40.91,45,28630,8
18142,40.9,52,27178,8
18096,40.88,38,25597,7
14993,40.87,46,31911,9
15398,40.86,44,28396,8
30342,40.86,37,27309,8
19907,40.85,46,30446,8
19402,40.85,37,30760,9
32689,40.84,43,29923,8
17943,40.83,43,25300,7
30411,40.83,44,24567,7
16369,40.83,42,269997,75
14857,40.82,42,28373,8
15035,40.82,49,26847,7
21946,40.81,38,28591,8
15197,40.8,48,26006,7
34154,40.79,45,28172,8
18753,40.77,32,27305,8
32119,40.76,46,28165,8
21118,40.76,36,99943,28
17131,40.76,44,35144,10
40675,40.76,40,30826,9
17941,40.76,49,32825,9
32886,40.75,43,33893,9
16987,40.74,60,29336,8
30847,40.74,40,36092,10
20961,40.73,46,31204,9
17804,40.73,52,31459,9
33088,40.73,36,35428,10
17092,40.72,50,29537,8
18579,40.72,30,30626,9
19859,40.72,48,30118,8
18896,40.7,50,28170,8
19578,40.7,37,29487,8
27781,40.69,48,23900,7
27954,40.68,40,26819,7
29114,40.68,50,45883,13
20271,40.66,54,27351,8
27416,40.66,40,25660,7
16074,40.65,50,25595,7
34353,40.65,60,31938,9
31111,40.62,44,26821,7
17978,40.62,42,29538,8
17315,40.61,45,28651,8
19903,40.6,43,34734,10
16289,40.6,41,23369,6
17409,40.6,37,46079,13
18039,40.59,49,34686,10
19482,40.59,46,29914,8
20218,40.58,41,31654,9
16033,40.56,53,32249,9
15045,40.55,43,28615,8
21518,40.55,37,32290,9
17343,40.53,33,27286,8
16653,40.52,57,33523,9
18074,40.52,47,28811,8
17784,40.51,42,28812,8
28369,40.51,37,25636,7
30965,40.51,45,28060,8
15753,40.5,40,29234,8
18533,40.47,45,31049,9
33670,40.46,50,36418,10
16805,40.46,39,30967,9
30071,40.45,35,127048,35
15827,40.44,42,30260,8
32903,40.43,42,26489,7
16751,40.42,36,28696,8
14736,40.41,48,28382,8
33217,40.4,38,32863,9
32016,40.4,43,26591,7
17111,40.4,46,39863,11
20865,40.38,45,29482,8
16135,40.37,49,28468,8
27701,40.35,42,29505,8
16172,40.34,47,25552,7
19336,40.34,46,31209,9
20167,40.33,43,29924,8
14644,40.33,47,329765,92
27526,40.32,45,31395,9
17860,40.32,44,23685,7
17523,40.3,41,32122,9
18460,40.3,38,26007,7
38644,40.3,42,192933,54
33416,40.29,48,31541,9
29955,40.29,41,26332,7
32262,40.29,44,34194,9
16194,40.29,42,28340,8
20137,40.28,43,32563,9
29858,40.26,39,31947,9
19307,40.25,56,32701,9
28938,40.25,36,26205,7
20821,40.25,37,27900,8
20793,40.25,32,30204,8
15724,40.24,37,25201,7
33889,40.21,44,32225,9
29834,40.2,49,35605,10
21085,40.19,47,31532,9
17429,40.16,46,103657,29
30985,40.16,33,25792,7
18192,40.15,50,24335,7
18841,40.14,29,36250,10
29876,40.12,34,22335,6
27719,40.09,31,30979,9
32194,40.09,41,29332,8
15463,40.07,45,30855,9
21070,40.06,57,34406,10
27902,40.05,32,35012,10
29748,40.05,42,33876,9
17700,40.04,45,38009,11
19133,40.03,49,27765,8
19363,40.02,38,29935,8
32888,40.01,36,23594,7
16177,40.0,37,28210,8
18858,39.99,49,25334,7
28763,39.99,47,30087,8
30628,39.97,44,39996,11
18803,39.97,42,31943,9
21269,39.96,39,36141,10
18154,39.95,48,26751,7
18592,39.95,40,41692,12
14631,39.92,46,28261,8
33304,39.92,51,26605,7
21578,39.92,46,34056,9
20336,39.91,51,34802,10
20998,39.9,45,29526,8
32481,39.88,42,126032,35
18655,39.88,35,31622,9
30813,39.88,38,83683,23
31191,39.87,43,27041,8
19897,39.87,49,33991,9
19396,39.86,50,26027,7
17846,39.84,46,27750,8
41198,39.84,44,30411,8
19577,39.84,45,33724,9
26496,39.82,37,24449,7
18925,39.81,34,31569,9
15293,39.81,43,29384,8
16807,39.8,35,26878,7
15658,39.78,42,40577,11
18121,39.78,50,29404,8
18958,39.78,41,29684,8
29384,39.78,36,26048,7
30602,39.77,48,31310,9
15875,39.76,34,28275,8
19915,39.73,35,50963,14
20617,39.72,39,27822,8
32127,39.71,43,29728,8
41663,39.69,48,27821,8
17979,39.68,42,29808,8
14828,39.68,41,27385,8
16904,39.67,48,27638,8
28153,39.65,42,33418,9
19450,39.63,48,35957,10
21567,39.61,36,29086,8
17544,39.6,34,29141,8
18178,39.59,45,29530,8
18674,39.59,41,34207,10
18218,39.57,39,26446,7
19179,39.56,45,33498,9
15419,39.55,42,31559,9
34265,39.55,41,200423,56
32114,39.53,46,23513,7
21393,39.51,49,28282,8
33562,39.5,43,26267,7
19937,39.49,47,36127,10
29754,39.44,38,563942,157
20659,39.43,28,20899,6
31244,39.42,43,33824,9
15618,39.41,39,24572,7
32221,39.4,28,25786,7
16370,39.4,52,35745,10
17883,39.36,39,29480,8
32038,39.36,37,28129,8
20649,39.35,44,335539,93
21584,39.34,51,30535,8
15456,39.32,38,34564,10
18757,39.32,43,33552,9
16174,39.31,41,40671,11
14826,39.31,43,31853,9
